,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
5897,1654739228,-8.834,49.89,58,400,13235,20205,939.644,2.07,2.16,14.28,2.226,0.05,5897,1
5899,1654739230,-8.83,49.77,63,400,13233,20209,939.641,2.02,2.1,13.91,2.17,0.049,5899,1
5901,1654739232,-8.826,49.6,61,400,13230,20205,939.635,1.96,2.04,13.49,2.104,0.048,5901,1
5903,1654739234,-8.822,49.44,65,400,13227,20190,939.635,1.91,1.99,13.16,2.052,0.046,5903,1
5905,1654739236,-8.817,49.34,79,400,13223,20190,939.647,1.84,1.91,12.65,1.972,0.045,5905,1
5907,1654739238,-8.813,49.26,72,400,13225,20188,939.65,1.86,1.93,12.77,1.991,0.045,5907,1
5909,1654739240,-8.809,49.14,80,400,13225,20186,939.654,1.84,1.92,12.69,1.978,0.045,5909,1
5911,1654739242,-8.805,49.62,105,400,13209,20165,939.643,1.82,1.89,12.53,1.953,0.044,5911,1
5913,1654739244,-8.8,51.11,88,400,13211,20182,939.632,1.8,1.87,12.36,1.928,0.044,5913,1
5915,1654739246,-8.796,52.31,98,400,13209,20166,939.637,1.77,1.84,12.19,1.9,0.043,5915,1
5917,1654739248,-8.792,53.2,87,400,13216,20176,939.645,1.79,1.86,12.3,1.917,0.043,5917,1
5919,1654739250,-8.787,53.81,92,400,13213,20180,939.645,1.85,1.92,12.7,1.98,0.045,5919,1
5921,1654739252,-8.783,54.29,86,400,13219,20182,939.634,1.91,1.98,13.14,2.048,0.046,5921,1
5923,1654739254,-8.779,54.64,97,400,13211,20174,939.636,1.94,2.01,13.32,2.077,0.047,5923,1
5925,1654739256,-8.774,54.92,89,400,13211,20167,939.64,1.91,1.99,13.16,2.053,0.046,5925,1
5927,1654739258,-8.77,55.15,94,400,13212,20170,939.63,1.87,1.95,12.9,2.011,0.045,5927,1
5929,1654739260,-8.765,55.32,97,400,13212,20175,939.632,1.92,1.99,13.19,2.056,0.046,5929,1
5931,1654739262,-8.761,55.48,104,400,13212,20164,939.624,1.99,2.07,13.72,2.139,0.048,5931,1
5933,1654739264,-8.756,55.61,101,400,13205,20168,939.629,2.05,2.13,14.11,2.2,0.05,5933,1
5935,1654739266,-8.752,55.72,104,400,13205,20160,939.634,1.99,2.06,13.67,2.131,0.048,5935,1
5937,1654739268,-8.747,55.85,99,400,13213,20169,939.637,1.95,2.03,13.43,2.094,0.047,5937,1
5939,1654739270,-8.743,55.94,109,400,13211,20155,939.623,1.89,1.96,13.0,2.027,0.046,5939,1
5941,1654739272,-8.738,55.45,87,400,13225,20182,939.613,1.89,1.97,13.02,2.03,0.046,5941,1
5943,1654739274,-8.734,53.87,91,400,13221,20182,939.624,1.92,2.0,13.23,2.064,0.047,5943,1
5945,1654739276,-8.729,52.63,97,400,13218,20177,939.637,1.98,2.06,13.64,2.127,0.048,5945,1
5947,1654739278,-8.725,51.73,80,400,13223,20176,939.64,1.94,2.02,13.37,2.085,0.047,5947,1
5949,1654739280,-8.72,51.06,97,400,13214,20165,939.653,1.95,2.02,13.39,2.088,0.047,5949,1
5951,1654739282,-8.715,50.58,98,400,13212,20173,939.663,2.05,2.13,14.13,2.204,0.05,5951,1
5953,1654739284,-8.711,50.21,107,400,13209,20165,939.687,2.13,2.21,14.67,2.287,0.052,5953,1
5955,1654739286,-8.706,49.95,104,400,13214,20164,939.672,2.06,2.14,14.2,2.214,0.05,5955,1
5957,1654739288,-8.702,49.76,112,400,13205,20155,939.673,1.96,2.04,13.5,2.105,0.048,5957,1
5959,1654739290,-8.697,49.57,113,400,13211,20169,939.673,1.95,2.03,13.44,2.096,0.047,5959,1
5961,1654739292,-8.692,49.43,120,400,13206,20150,939.666,2.03,2.11,13.97,2.179,0.049,5961,1
5963,1654739294,-8.688,49.33,103,400,13203,20161,939.685,2.06,2.14,14.16,2.208,0.05,5963,1
5965,1654739296,-8.683,49.2,104,400,13211,20164,939.69,2.1,2.18,14.46,2.256,0.051,5965,1
5967,1654739298,-8.678,49.11,107,400,13207,20155,939.683,2.09,2.18,14.42,2.248,0.051,5967,1
5969,1654739300,-8.673,49.03,106,400,13206,20163,939.675,2.08,2.16,14.29,2.228,0.05,5969,1
5971,1654739302,-8.669,49.47,136,400,13189,20135,939.684,2.04,2.12,14.07,2.195,0.05,5971,1
5973,1654739304,-8.664,50.96,137,400,13188,20131,939.685,2.0,2.08,13.78,2.148,0.049,5973,1
5975,1654739306,-8.659,52.18,114,400,13196,20141,939.692,2.03,2.11,14.0,2.183,0.049,5975,1
5977,1654739308,-8.654,53.03,128,400,13192,20139,939.687,2.0,2.08,13.75,2.144,0.048,5977,1
5979,1654739310,-8.649,53.69,127,400,13197,20139,939.675,1.98,2.06,13.61,2.123,0.048,5979,1
5981,1654739312,-8.645,54.12,124,400,13200,20146,939.663,1.97,2.04,13.53,2.11,0.048,5981,1
5983,1654739314,-8.64,54.49,132,400,13191,20130,939.664,1.96,2.03,13.46,2.099,0.047,5983,1
5985,1654739316,-8.635,54.75,128,400,13197,20136,939.673,1.98,2.05,13.59,2.12,0.048,5985,1
5987,1654739318,-8.63,55.01,125,400,13195,20146,939.661,1.95,2.03,13.43,2.094,0.047,5987,1
5989,1654739320,-8.625,55.19,130,400,13190,20140,939.675,1.85,1.92,12.72,1.984,0.045,5989,1
5991,1654739322,-8.62,55.33,122,400,13203,20146,939.664,1.77,1.84,12.18,1.899,0.043,5991,1
5993,1654739324,-8.615,55.52,132,400,13195,20143,939.659,1.73,1.8,11.9,1.855,0.042,5993,1
5995,1654739326,-8.61,55.6,128,400,13200,20141,939.668,1.69,1.76,11.66,1.819,0.041,5995,1
5997,1654739328,-8.605,55.71,124,400,13195,20145,939.662,1.62,1.68,11.15,1.739,0.039,5997,1
5999,1654739330,-8.6,55.79,134,400,13191,20135,939.652,1.5,1.56,10.35,1.614,0.036,5999,1
6001,1654739332,-8.595,55.31,114,400,13208,20159,939.646,1.46,1.51,10.04,1.565,0.035,6001,1
6003,1654739334,-8.59,53.76,111,400,13209,20156,939.633,1.45,1.51,10.0,1.56,0.035,6003,1
6005,1654739336,-8.585,52.49,104,400,13206,20162,939.636,1.42,1.48,9.78,1.525,0.034,6005,1
6007,1654739338,-8.58,51.63,118,400,13204,20153,939.647,1.43,1.48,9.82,1.531,0.035,6007,1
6009,1654739340,-8.575,50.94,117,400,13196,20148,939.644,1.39,1.45,9.58,1.495,0.034,6009,1
6011,1654739342,-8.57,50.46,119,400,13201,20146,939.641,1.38,1.43,9.5,1.481,0.033,6011,1
6013,1654739344,-8.565,50.11,131,400,13199,20143,939.66,1.39,1.45,9.59,1.495,0.034,6013,1
6015,1654739346,-8.56,49.86,127,400,13202,20144,939.664,1.47,1.53,10.12,1.579,0.036,6015,1
6017,1654739348,-8.555,49.65,128,400,13200,20136,939.666,1.52,1.57,10.43,1.626,0.037,6017,1
6019,1654739350,-8.55,49.48,135,400,13197,20130,939.667,1.53,1.59,10.51,1.639,0.037,6019,1
6021,1654739352,-8.545,49.34,130,400,13198,20136,939.663,1.6,1.66,10.99,1.714,0.039,6021,1
6023,1654739354,-8.54,49.22,137,400,13199,20136,939.674,1.57,1.63,10.8,1.684,0.038,6023,1
6025,1654739356,-8.535,49.1,124,400,13191,20138,939.676,1.51,1.57,10.41,1.624,0.037,6025,1
6027,1654739358,-8.529,49.02,136,400,13199,20140,939.672,1.46,1.52,10.08,1.572,0.035,6027,1
6029,1654739360,-8.524,48.93,138,400,13197,20130,939.679,1.41,1.47,9.72,1.516,0.034,6029,1
6031,1654739362,-8.519,49.39,155,400,13179,20114,939.676,1.4,1.46,9.64,1.503,0.034,6031,1
6033,1654739364,-8.514,50.89,156,400,13176,20106,939.68,1.43,1.48,9.81,1.53,0.035,6033,1
6035,1654739366,-8.509,52.14,151,400,13185,20120,939.68,1.44,1.5,9.92,1.546,0.035,6035,1
6037,1654739368,-8.504,52.96,144,400,13186,20121,939.671,1.46,1.52,10.05,1.567,0.035,6037,1
6039,1654739370,-8.498,53.6,149,400,13186,20123,939.661,1.44,1.5,9.94,1.549,0.035,6039,1
6041,1654739372,-8.493,54.05,132,400,13195,20130,939.643,1.41,1.47,9.72,1.516,0.034,6041,1
6043,1654739374,-8.488,54.39,149,400,13181,20125,939.641,1.37,1.42,9.44,1.472,0.033,6043,1
6045,1654739376,-8.482,54.67,145,400,13189,20126,939.653,1.33,1.38,9.17,1.43,0.032,6045,1
6047,1654739378,-8.477,54.9,153,400,13190,20118,939.645,1.31,1.37,9.05,1.411,0.032,6047,1
6049,1654739380,-8.472,55.08,144,400,13184,20115,939.635,1.3,1.35,8.92,1.391,0.031,6049,1
6051,1654739382,-8.467,55.26,141,400,13187,20113,939.636,1.26,1.31,8.68,1.353,0.031,6051,1
6053,1654739384,-8.461,55.4,149,400,13191,20116,939.65,1.24,1.29,8.55,1.333,0.03,6053,1
6055,1654739386,-8.456,55.52,149,400,13178,20120,939.663,1.2,1.24,8.25,1.286,0.029,6055,1
6057,1654739388,-8.451,55.66,142,400,13191,20131,939.646,1.18,1.22,8.11,1.264,0.029,6057,1
6059,1654739390,-8.445,55.75,139,400,13189,20121,939.637,1.17,1.22,8.05,1.255,0.028,6059,1
6061,1654739392,-8.44,55.28,121,400,13203,20141,939.645,1.13,1.18,7.8,1.216,0.027,6061,1
6063,1654739394,-8.434,53.65,125,400,13203,20139,939.63,1.11,1.15,7.64,1.191,0.027,6063,1
6065,1654739396,-8.429,52.43,140,400,13199,20127,939.627,1.06,1.1,7.28,1.135,0.026,6065,1
6067,1654739398,-8.424,51.53,131,400,13200,20134,939.639,1.06,1.1,7.27,1.133,0.026,6067,1
6069,1654739400,-8.418,50.88,132,400,13200,20134,939.631,1.03,1.07,7.08,1.105,0.025,6069,1
6071,1654739402,-8.413,50.41,143,400,13193,20119,939.651,1.01,1.05,6.98,1.089,0.025,6071,1
6073,1654739404,-8.407,50.07,136,400,13199,20134,939.646,1.01,1.05,6.95,1.084,0.024,6073,1
6075,1654739406,-8.402,49.74,138,400,13188,20122,939.629,1.1,1.14,7.57,1.18,0.027,6075,1
6077,1654739408,-8.396,49.56,127,400,13195,20129,939.65,1.2,1.24,8.25,1.286,0.029,6077,1
6079,1654739410,-8.391,49.39,137,400,13196,20133,939.655,1.31,1.36,9.02,1.406,0.032,6079,1
6081,1654739412,-8.385,49.25,136,400,13194,20131,939.658,1.38,1.43,9.49,1.48,0.033,6081,1
6083,1654739414,-8.38,49.16,148,400,13190,20122,939.659,1.4,1.46,9.66,1.506,0.034,6083,1
6085,1654739416,-8.374,49.04,137,400,13192,20128,939.644,1.37,1.42,9.43,1.471,0.033,6085,1
6087,1654739418,-8.369,48.95,141,400,13187,20124,939.666,1.38,1.43,9.47,1.477,0.033,6087,1
6089,1654739420,-8.363,48.82,148,400,13191,20119,939.672,1.38,1.44,9.53,1.486,0.034,6089,1
6091,1654739422,-8.358,49.29,155,400,13167,20100,939.658,1.43,1.49,9.87,1.539,0.035,6091,1
6093,1654739424,-8.352,50.82,171,400,13164,20092,939.663,1.45,1.51,9.99,1.559,0.035,6093,1
6095,1654739426,-8.346,52.04,159,400,13171,20100,939.684,1.44,1.49,9.9,1.543,0.035,6095,1
6097,1654739428,-8.341,52.87,154,400,13177,20106,939.701,1.37,1.42,9.44,1.471,0.033,6097,1
6099,1654739430,-8.335,53.47,147,400,13185,20111,939.689,1.35,1.4,9.28,1.448,0.033,6099,1
6101,1654739432,-8.33,54.0,149,400,13182,20115,939.678,1.36,1.41,9.37,1.461,0.033,6101,1
6103,1654739434,-8.324,54.33,155,400,13174,20109,939.674,1.34,1.39,9.21,1.436,0.032,6103,1
6105,1654739436,-8.318,54.62,163,400,13178,20102,939.683,1.31,1.36,8.98,1.401,0.032,6105,1
6107,1654739438,-8.313,54.87,152,400,13182,20111,939.692,1.33,1.39,9.18,1.431,0.032,6107,1
6109,1654739440,-8.307,55.09,150,400,13179,20110,939.68,1.3,1.35,8.97,1.399,0.032,6109,1
6111,1654739442,-8.301,55.21,149,400,13181,20115,939.675,1.23,1.28,8.49,1.324,0.03,6111,1
6113,1654739444,-8.296,55.36,157,400,13175,20113,939.676,1.13,1.17,7.76,1.211,0.027,6113,1
6115,1654739446,-8.29,55.46,156,400,13179,20107,939.673,1.04,1.08,7.16,1.116,0.025,6115,1
6117,1654739448,-8.284,55.58,157,400,13180,20107,939.681,0.96,0.99,6.58,1.027,0.023,6117,1
6119,1654739450,-8.279,55.69,152,400,13179,20116,939.673,0.87,0.9,5.99,0.934,0.021,6119,1
6121,1654739452,-8.273,55.19,135,400,13202,20134,939.67,0.84,0.88,5.81,0.906,0.02,6121,1
6123,1654739454,-8.267,53.64,138,400,13196,20125,939.675,0.84,0.88,5.8,0.905,0.02,6123,1
6125,1654739456,-8.261,52.38,137,400,13196,20131,939.671,0.9,0.94,6.22,0.97,0.022,6125,1
6127,1654739458,-8.255,51.5,148,400,13188,20117,939.695,1.05,1.09,7.21,1.124,0.025,6127,1
6129,1654739460,-8.25,50.85,152,400,13186,20117,939.707,1.15,1.2,7.94,1.238,0.028,6129,1
6131,1654739462,-8.244,50.35,145,400,13182,20120,939.704,1.22,1.27,8.42,1.313,0.03,6131,1
6133,1654739464,-8.238,50.03,143,400,13184,20114,939.708,1.3,1.35,8.95,1.395,0.032,6133,1
6135,1654739466,-8.232,49.76,145,400,13185,20120,939.688,1.36,1.41,9.33,1.454,0.033,6135,1
6137,1654739468,-8.226,49.54,152,400,13178,20108,939.679,1.3,1.36,8.98,1.4,0.032,6137,1
6139,1654739470,-8.221,49.36,163,400,13178,20107,939.665,1.26,1.31,8.7,1.357,0.031,6139,1
6141,1654739472,-8.215,49.26,154,400,13183,20114,939.653,1.32,1.37,9.08,1.416,0.032,6141,1
6143,1654739474,-8.209,49.11,149,400,13185,20114,939.659,1.32,1.37,9.07,1.414,0.032,6143,1
6145,1654739476,-8.203,48.97,154,400,13176,20111,939.656,1.29,1.34,8.88,1.385,0.031,6145,1
6147,1654739478,-8.197,48.91,163,400,13178,20109,939.665,1.29,1.34,8.89,1.387,0.031,6147,1
6149,1654739480,-8.191,48.82,147,400,13181,20117,939.664,1.28,1.33,8.8,1.372,0.031,6149,1
6151,1654739482,-8.185,49.25,173,400,13162,20093,939.668,1.27,1.32,8.76,1.367,0.031,6151,1
6153,1654739484,-8.179,50.81,175,400,13167,20099,939.665,1.26,1.31,8.7,1.357,0.031,6153,1
6155,1654739486,-8.174,51.98,175,400,13166,20091,939.647,1.24,1.29,8.52,1.329,0.03,6155,1
6157,1654739488,-8.168,52.88,176,400,13171,20094,939.649,1.22,1.27,8.42,1.314,0.03,6157,1
6159,1654739490,-8.162,53.47,175,400,13171,20093,939.648,1.21,1.25,8.3,1.295,0.029,6159,1
6161,1654739492,-8.156,53.93,163,400,13173,20104,939.66,1.14,1.18,7.84,1.222,0.028,6161,1
6163,1654739494,-8.15,54.32,161,400,13172,20100,939.654,1.17,1.21,8.04,1.253,0.028,6163,1
6165,1654739496,-8.144,54.61,160,400,13182,20106,939.675,1.15,1.2,7.94,1.239,0.028,6165,1
6167,1654739498,-8.138,54.83,159,400,13175,20107,939.658,1.12,1.17,7.73,1.205,0.027,6167,1
6169,1654739500,-8.132,55.0,158,400,13172,20098,939.633,1.09,1.13,7.5,1.169,0.026,6169,1
6171,1654739502,-8.126,55.19,166,400,13170,20093,939.65,1.01,1.05,6.93,1.08,0.024,6171,1
6173,1654739504,-8.12,55.34,155,400,13174,20098,939.661,0.93,0.97,6.42,1.002,0.023,6173,1
6175,1654739506,-8.114,55.45,162,400,13179,20105,939.67,0.87,0.91,6.0,0.936,0.021,6175,1
6177,1654739508,-8.108,55.55,170,400,13168,20101,939.669,0.83,0.86,5.72,0.892,0.02,6177,1
6179,1654739510,-8.102,55.65,149,400,13176,20113,939.666,0.91,0.94,6.24,0.972,0.022,6179,1
6181,1654739512,-8.096,55.21,136,400,13192,20125,939.668,0.98,1.01,6.71,1.047,0.024,6181,1
6183,1654739514,-8.089,53.63,142,400,13192,20128,939.653,0.99,1.02,6.78,1.058,0.024,6183,1
6185,1654739516,-8.083,52.36,142,400,13188,20126,939.66,1.01,1.05,6.95,1.084,0.024,6185,1
6187,1654739518,-8.077,51.49,149,400,13184,20120,939.67,0.97,1.01,6.68,1.041,0.024,6187,1
6189,1654739520,-8.071,50.83,150,400,13185,20118,939.671,0.91,0.95,6.28,0.98,0.022,6189,1
6191,1654739522,-8.065,50.39,159,400,13182,20114,939.676,0.86,0.9,5.93,0.925,0.021,6191,1
6193,1654739524,-8.059,50.0,155,400,13182,20109,939.673,0.84,0.87,5.79,0.903,0.02,6193,1
6195,1654739526,-8.053,49.74,156,400,13177,20112,939.665,0.83,0.86,5.72,0.891,0.02,6195,1
6197,1654739528,-8.047,49.56,162,400,13181,20104,939.667,0.81,0.84,5.55,0.865,0.02,6197,1
6199,1654739530,-8.041,49.37,154,400,13179,20110,939.647,0.82,0.85,5.65,0.881,0.02,6199,1
6201,1654739532,-8.034,49.2,160,400,13177,20106,939.652,0.82,0.86,5.67,0.885,0.02,6201,1
6203,1654739534,-8.028,49.06,162,400,13182,20104,939.67,0.81,0.84,5.58,0.869,0.02,6203,1
6205,1654739536,-8.022,48.98,166,400,13176,20103,939.673,0.81,0.84,5.56,0.867,0.02,6205,1
6207,1654739538,-8.016,48.91,156,400,13174,20102,939.677,0.82,0.85,5.64,0.879,0.02,6207,1
6209,1654739540,-8.01,48.79,164,400,13173,20108,939.68,0.82,0.85,5.62,0.877,0.02,6209,1
6211,1654739542,-8.004,49.29,179,400,13163,20085,939.679,0.8,0.83,5.5,0.858,0.019,6211,1
6213,1654739544,-7.997,50.82,184,400,13161,20079,939.687,0.83,0.86,5.72,0.893,0.02,6213,1
6215,1654739546,-7.991,51.97,177,400,13165,20089,939.69,0.92,0.95,6.31,0.984,0.022,6215,1
6217,1654739548,-7.985,52.82,180,400,13166,20083,939.68,1.01,1.05,6.98,1.089,0.025,6217,1
6219,1654739550,-7.979,53.45,176,400,13162,20083,939.682,1.06,1.1,7.3,1.138,0.026,6219,1
6221,1654739552,-7.972,53.96,171,400,13173,20103,939.683,1.08,1.12,7.41,1.156,0.026,6221,1
6223,1654739554,-7.966,54.32,171,400,13170,20093,939.675,1.06,1.1,7.3,1.138,0.026,6223,1
6225,1654739556,-7.96,54.61,172,400,13166,20098,939.677,1.09,1.13,7.49,1.167,0.026,6225,1
6227,1654739558,-7.954,54.85,168,400,13171,20105,939.667,1.07,1.11,7.34,1.145,0.026,6227,1
6229,1654739560,-7.947,55.05,173,400,13171,20101,939.669,1.04,1.08,7.15,1.115,0.025,6229,1
6231,1654739562,-7.941,55.2,175,400,13164,20084,939.659,0.99,1.03,6.83,1.065,0.024,6231,1
6233,1654739564,-7.935,55.35,174,400,13170,20102,939.666,0.95,0.99,6.53,1.018,0.023,6233,1
6235,1654739566,-7.928,55.44,179,400,13165,20085,939.654,0.94,0.98,6.48,1.011,0.023,6235,1
6237,1654739568,-7.922,55.57,178,400,13166,20087,939.651,0.96,1.0,6.64,1.036,0.023,6237,1
6239,1654739570,-7.916,55.68,180,400,13174,20093,939.65,0.95,0.99,6.54,1.02,0.023,6239,1
6241,1654739572,-7.909,55.23,156,400,13184,20117,939.663,0.88,0.91,6.06,0.945,0.021,6241,1
6243,1654739574,-7.903,53.64,168,400,13185,20110,939.679,0.86,0.89,5.9,0.92,0.021,6243,1
6245,1654739576,-7.897,52.42,154,400,13181,20116,939.671,0.83,0.87,5.74,0.895,0.02,6245,1
6247,1654739578,-7.89,51.51,161,400,13183,20102,939.676,0.82,0.85,5.64,0.88,0.02,6247,1
6249,1654739580,-7.884,50.83,162,400,13174,20091,939.673,0.82,0.85,5.65,0.88,0.02,6249,1
6251,1654739582,-7.878,50.38,174,400,13173,20095,939.678,0.82,0.85,5.63,0.878,0.02,6251,1
6253,1654739584,-7.871,50.01,161,400,13176,20103,939.662,0.83,0.86,5.69,0.887,0.02,6253,1
6255,1654739586,-7.865,49.78,168,400,13177,20104,939.668,0.85,0.88,5.84,0.911,0.021,6255,1
6257,1654739588,-7.858,49.55,165,400,13178,20100,939.656,0.86,0.9,5.93,0.925,0.021,6257,1
6259,1654739590,-7.852,49.38,156,400,13174,20107,939.645,0.88,0.92,6.08,0.949,0.021,6259,1
6261,1654739592,-7.846,49.22,167,400,13174,20098,939.644,0.86,0.89,5.89,0.919,0.021,6261,1
6263,1654739594,-7.839,49.13,165,400,13175,20104,939.644,0.88,0.92,6.07,0.947,0.021,6263,1
6265,1654739596,-7.833,49.0,165,400,13176,20098,939.651,0.93,0.97,6.41,1.0,0.023,6265,1
6267,1654739598,-7.826,48.89,167,400,13173,20104,939.64,0.91,0.95,6.29,0.981,0.022,6267,1
6269,1654739600,-7.82,48.78,155,400,13172,20097,939.652,0.85,0.88,5.84,0.911,0.021,6269,1
6271,1654739602,-7.813,49.31,196,400,13153,20067,939.641,0.79,0.82,5.46,0.851,0.019,6271,1
6273,1654739604,-7.807,50.81,184,400,13158,20078,939.64,0.8,0.83,5.49,0.856,0.019,6273,1
6275,1654739606,-7.8,52.02,185,400,13160,20081,939.637,0.87,0.9,5.98,0.933,0.021,6275,1
6277,1654739608,-7.794,52.85,184,400,13162,20084,939.636,0.95,0.99,6.55,1.022,0.023,6277,1
6279,1654739610,-7.788,53.47,184,400,13161,20088,939.632,0.97,1.01,6.68,1.042,0.024,6279,1
6281,1654739612,-7.781,53.99,178,400,13159,20077,939.65,0.98,1.02,6.75,1.053,0.024,6281,1
6283,1654739614,-7.775,54.3,175,400,13168,20086,939.641,0.99,1.03,6.84,1.066,0.024,6283,1
6285,1654739616,-7.768,54.62,190,400,13161,20082,939.651,0.98,1.01,6.72,1.048,0.024,6285,1
6287,1654739618,-7.762,54.86,174,400,13160,20083,939.649,0.97,1.0,6.64,1.036,0.023,6287,1
6289,1654739620,-7.755,55.05,190,400,13156,20079,939.647,0.94,0.97,6.46,1.007,0.023,6289,1
6291,1654739622,-7.748,55.22,171,400,13168,20090,939.648,0.89,0.93,6.13,0.957,0.022,6291,1
6293,1654739624,-7.742,55.34,167,400,13160,20079,939.625,0.85,0.88,5.86,0.913,0.021,6293,1
6295,1654739626,-7.735,55.49,178,400,13167,20087,939.63,0.84,0.88,5.81,0.906,0.02,6295,1
6297,1654739628,-7.729,55.58,171,400,13167,20091,939.647,0.8,0.83,5.52,0.86,0.019,6297,1
6299,1654739630,-7.722,55.69,181,400,13167,20091,939.662,0.77,0.8,5.29,0.825,0.019,6299,1
6301,1654739632,-7.716,55.26,158,400,13178,20099,939.657,0.73,0.75,5.0,0.779,0.018,6301,1
6303,1654739634,-7.709,53.68,160,400,13177,20105,939.655,0.71,0.74,4.9,0.764,0.017,6303,1
6305,1654739636,-7.703,51.98,160,400,13175,20107,939.649,0.73,0.76,5.03,0.785,0.018,6305,1
6307,1654739638,-7.696,51.18,167,400,13174,20094,939.641,0.73,0.76,5.02,0.782,0.018,6307,1
6309,1654739640,-7.689,50.62,161,400,13172,20104,939.622,0.76,0.79,5.22,0.815,0.018,6309,1
6311,1654739642,-7.683,50.24,176,400,13167,20088,939.638,0.83,0.86,5.72,0.893,0.02,6311,1
6313,1654739644,-7.676,49.94,184,400,13164,20081,939.653,0.86,0.89,5.91,0.922,0.021,6313,1
6315,1654739646,-7.67,49.67,175,400,13168,20087,939.664,0.84,0.88,5.8,0.905,0.02,6315,1
6317,1654739648,-7.663,49.49,178,400,13172,20092,939.665,0.82,0.85,5.64,0.88,0.02,6317,1
6319,1654739650,-7.656,49.33,177,400,13166,20095,939.649,0.8,0.83,5.52,0.861,0.019,6319,1
6321,1654739652,-7.65,49.2,177,400,13167,20097,939.644,0.78,0.81,5.38,0.839,0.019,6321,1
6323,1654739654,-7.643,49.09,167,400,13167,20093,939.638,0.79,0.82,5.44,0.848,0.019,6323,1
6325,1654739656,-7.636,48.99,180,400,13167,20083,939.636,0.82,0.85,5.62,0.876,0.02,6325,1
6327,1654739658,-7.63,48.9,168,400,13165,20089,939.637,0.88,0.92,6.08,0.947,0.021,6327,1
6329,1654739660,-7.623,48.75,203,400,13150,20065,939.656,0.91,0.95,6.28,0.98,0.022,6329,1
6331,1654739662,-7.616,50.07,193,400,13154,20078,939.667,0.94,0.98,6.48,1.011,0.023,6331,1
6333,1654739664,-7.61,51.49,191,400,13150,20061,939.658,0.96,0.99,6.59,1.028,0.023,6333,1
6335,1654739666,-7.603,52.49,184,400,13156,20078,939.66,0.94,0.98,6.49,1.012,0.023,6335,1
6337,1654739668,-7.596,53.22,189,400,13157,20075,939.655,0.93,0.96,6.37,0.994,0.022,6337,1
6339,1654739670,-7.59,53.73,191,400,13160,20079,939.644,0.87,0.91,6.02,0.938,0.021,6339,1
6341,1654739672,-7.583,54.17,190,400,13158,20072,939.65,0.87,0.9,5.96,0.929,0.021,6341,1
6343,1654739674,-7.576,54.5,187,400,13165,20092,939.643,0.86,0.89,5.92,0.923,0.021,6343,1
6345,1654739676,-7.57,54.78,195,400,13159,20083,939.637,0.84,0.88,5.8,0.905,0.02,6345,1
6347,1654739678,-7.563,54.98,188,400,13162,20085,939.631,0.81,0.84,5.56,0.866,0.02,6347,1
6349,1654739680,-7.556,55.17,181,400,13155,20077,939.622,0.82,0.85,5.65,0.881,0.02,6349,1
6351,1654739682,-7.549,55.32,185,400,13155,20070,939.631,0.83,0.87,5.74,0.896,0.02,6351,1
6353,1654739684,-7.543,55.49,187,400,13155,20073,939.631,0.81,0.84,5.56,0.866,0.02,6353,1
6355,1654739686,-7.536,55.53,187,400,13161,20079,939.635,0.76,0.79,5.22,0.814,0.018,6355,1
6357,1654739688,-7.529,55.64,186,400,13156,20071,939.645,0.75,0.78,5.16,0.804,0.018,6357,1
6359,1654739690,-7.522,55.83,165,400,13170,20099,939.647,0.78,0.81,5.35,0.835,0.019,6359,1
6361,1654739692,-7.516,54.49,177,400,13173,20096,939.643,0.79,0.82,5.46,0.851,0.019,6361,1
6363,1654739694,-7.509,53.02,178,400,13167,20087,939.653,0.82,0.85,5.61,0.875,0.02,6363,1
6365,1654739696,-7.502,51.98,181,400,13168,20094,939.649,0.85,0.88,5.82,0.908,0.021,6365,1
6367,1654739698,-7.495,51.2,169,400,13170,20094,939.661,0.89,0.93,6.13,0.956,0.022,6367,1
6369,1654739700,-7.489,50.64,179,400,13166,20088,939.659,0.92,0.95,6.32,0.985,0.022,6369,1
6371,1654739702,-7.482,50.17,179,400,13167,20091,939.654,0.93,0.97,6.4,0.998,0.023,6371,1
6373,1654739704,-7.475,49.93,164,400,13164,20092,939.653,0.94,0.97,6.46,1.007,0.023,6373,1
6375,1654739706,-7.468,49.73,183,400,13159,20079,939.664,0.95,0.98,6.52,1.017,0.023,6375,1
6377,1654739708,-7.461,49.48,185,400,13162,20086,939.671,0.94,0.97,6.46,1.007,0.023,6377,1
6379,1654739710,-7.455,49.35,175,400,13161,20084,939.677,0.92,0.96,6.34,0.989,0.022,6379,1
6381,1654739712,-7.448,49.22,187,400,13165,20085,939.667,0.88,0.91,6.05,0.943,0.021,6381,1
6383,1654739714,-7.441,49.08,183,400,13162,20086,939.658,0.85,0.88,5.85,0.913,0.021,6383,1
6385,1654739716,-7.434,49.01,198,400,13157,20073,939.661,0.84,0.87,5.75,0.896,0.02,6385,1
6387,1654739718,-7.427,48.9,183,400,13158,20079,939.665,0.85,0.88,5.84,0.911,0.021,6387,1
6389,1654739720,-7.42,48.79,198,400,13150,20063,939.664,0.84,0.87,5.79,0.903,0.02,6389,1
6391,1654739722,-7.414,50.1,207,400,13146,20062,939.649,0.81,0.84,5.58,0.871,0.02,6391,1
